App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,Rating
Calorie Counter - MyFitnessPal,"Looks intuitive, could log food, count steps (even though connected anoyher app), basically could operate anything app.",Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,Good overall cant get connect pedometer app! Just takes :(,Negative,-0.0166666666666666,0.5333333333333333,4.6
Calorie Counter - MyFitnessPal,I can't even open app. I uninstalled reinstalled get past loading screen.,Negative,-0.125,0.375,4.6
Calorie Counter - MyFitnessPal,Easy track keto diet,Positive,0.4333333333333333,0.8333333333333334,4.6
Calorie Counter - MyFitnessPal,"I used love myfitnesspal recently got again, sync Fitbit. I've tried everything, show steps.",Positive,0.25,0.425,4.6
Calorie Counter - MyFitnessPal,Great way help keep track things improve health fitness,Positive,0.8,0.75,4.6
Calorie Counter - MyFitnessPal,Doesn't work China,Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,Bloated ads useless information fitness.,Negative,-0.5,0.2,4.6
Calorie Counter - MyFitnessPal,Doesn't work. Can't login. No easy way get support.,Negative,-0.2166666666666666,0.8333333333333334,4.6
Calorie Counter - MyFitnessPal,It let sign account,Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,Could change password login,Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,I cancelled 2 days trial ended still charged card.,Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,I really like I can't get fitbit blaze show tracks computer,Positive,0.2,0.2,4.6
Calorie Counter - MyFitnessPal,Helps stay track every day! I know I'd without want again!,Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,"Needs keto option, without net carbs really screws macros.",Positive,0.1,0.1,4.6
Calorie Counter - MyFitnessPal,Cant login make new account keeps restarting,Positive,0.1363636363636363,0.4545454545454545,4.6
Calorie Counter - MyFitnessPal,It wont let sign,Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,"Great app, really really great! How much cost premium version?",Positive,0.6666666666666666,0.5666666666666667,4.6
Calorie Counter - MyFitnessPal,CAN'T LOG IN WITH FACEBOOK PLEASE FIX!!!!!,Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,In 1 week I feet fitter healthier ever!,Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,Can make account,Neutral,0.0,0.0,4.6
Calorie Counter - MyFitnessPal,good often sync,Positive,0.7,0.6000000000000001,4.6
Calorie Counter - MyFitnessPal,I enjoy MFP benefits accountability. I learn lot way,Positive,0.4,0.5,4.6
Calorie Counter - MyFitnessPal,Hands favorite fitness app. Worth it!,Positive,0.4375,0.55,4.6
Calorie Counter - MyFitnessPal,Highly evolved app! Adore it. 100% Awesome.,Positive,0.6,0.77,4.6
Calorie Counter - MyFitnessPal,Simple easy use. So helpful.,Positive,0.2166666666666666,0.5952380952380952,4.6
Calorie Counter - MyFitnessPal,Game changer,Negative,-0.4,0.4,4.6
Calorie Counter - MyFitnessPal,"I've using two years. Have utilized premium, need. Tried many food tracking apps, MFP suits needs. Food data base enormous, accurate constantly growing. Easy use. Compatable Fitbit. Also track work outs. I ""notes"" kind diary get back track I falter. Ability modify macros day. Total composite foods easy understand. Try love it!!",Positive,0.2134469696969696,0.6621212121212121,4.6
Calorie Counter - MyFitnessPal,"It used good app, back day free charge. I ha e subscribed premium thinking would fix issues app.... Hhhhmmm nope not! I 1200 cal diet moemtn crazy telling ill almost 400 lbs 5 weeks! Are foreal!? How I fix this, I need realistic estimate everything.",Negative,-0.0024305555555555,0.6055555555555556,4.6
Calorie Counter - MyFitnessPal,"The connection good food database extensive, couple issues: If I open it, switch apps, bugs everything down. I know background, takes way much memory. I close completely anything. It's surprisingly slow load workouts. I connected Garmin Connect, usually, I workout eat, I input calories leave alone awhile eventually update. Faster updates would great.",Positive,0.1216049382716049,0.4135802469135802,4.6
Calorie Counter - MyFitnessPal,"This easy app. Just plug height, weight, weight goal Fitness Pal calculates many calories eat day meet goal. It's easy enter good eat FPal keep track doing. You also add exercise calculates extra calories burned, speeding goal, allowing eat little day. I'm enjoying using reaching fitness goal!",Positive,0.3577380952380952,0.5666666666666668,4.6
Calorie Counter - MyFitnessPal,"Excellent barcode scanner, tools need keep track progress. Syncs various fitness/health tracking & gadgets & recommend some. You add friends & things together go alone. Join challenges, read blog inspiration ... great app, well th ought . Keeps motivated.",Positive,0.6,0.75,4.6
Calorie Counter - MyFitnessPal,"Great tracking calories & nutrients. Can't beat bar code reader! However, takes manipulation balance calories & exercise since gives extra calories enter exercise. Would nice option disable function. The portion size entry field function consistently work around this. Overall great keeping track.",Positive,0.4416666666666667,0.475,4.6
Calorie Counter - MyFitnessPal,"Love app! As long-time sparkpeople user I think I would want switch, I got new Garmin watch Garmin connect syncs mfp. It's 2 weeks I'm impressed. It's extremely easy use, syncs really well Garmin I think actually foods sparkpeople. I also really like track sugar easily. The graphs good that's thing I really miss.",Positive,0.3928030303030304,0.5021212121212122,4.6
Calorie Counter - MyFitnessPal,"Overall good app. I wish favorites split meals, I.e. breakfast, lunch, dinner, snacks. Or even frequently used kept towards type. I find many restaurants I another thatparticular began showing questionable ads. I like able sync tracker.",Positive,0.2166666666666666,0.5041666666666668,4.6
Calorie Counter - MyFitnessPal,"Great app! Wish carried functionality iOS version it. Like option fractions decimals servings, sharing articles (I always get error time I attempt share export browser) interface decent clean though. The fraction option huge deal me.",Positive,0.4833333333333334,0.7541666666666667,4.6
Calorie Counter - MyFitnessPal,"Would like better linked Mi Fit (Amazon AmazCor band). I still meal journaling. Bar code scanner best. Havent scanned something didnt recognize yet, even local groc store deli stuff!",Positive,0.475,0.3,4.6
Calorie Counter - MyFitnessPal,"Barely scratching surface do. I love barcode scanner comes app. Not sure many calories something, scan barcode boom! Nutrition percentages. Helps keep track calorie, fat, protein potassium intake daily. You keep daily log food exercises. huge database, search almost food, beer snacks see nutritional value. Wonder else do.",Positive,0.1892857142857143,0.4269841269841269,4.6
Calorie Counter - MyFitnessPal,"I would give 5 stars I upgrade premium get I looking app. The free version okay, limited annoying times. It would awesome profile types intended also. For example, Keto, Paleo, etc recommended percentages protein, fat carbs insread manually putting in.",Positive,0.2057142857142856,0.6685714285714286,4.6
Calorie Counter - MyFitnessPal,Good keeping track calories also nutrients intake. I realize low intake protein I'm having. But loggin gives data need. I also love MyFitnessPal blog get nice healthy recipes (also vegetarian).,Positive,0.4599999999999999,0.6,4.6
Calorie Counter - MyFitnessPal,"When combined fitness trackers logging food consumption though scanning bar codes simply searching, good keeping track. If eat something great log (after cheating don't) think twice again. I personally found I already eating better making better choices I eat logging gym sessions / cv work outs Garmin smart watch. Well data gets uploaded effort setup. I'm short helping keep personal goals eat better. Loose weight healthier. Worth buying. Lots features logging weight photo want to, good recipes I yet try.",Positive,0.3182586644125105,0.4399408284023668,4.6
Calorie Counter - MyFitnessPal,"For logging food consumption, easily best there. However, claims sync Fitbit, not. It also claims sync Samsung health, not. Basically, way sure activity syncs Under Armor like UA Record shame invested another ecosystem.",Positive,0.75,0.5944444444444444,4.6
Calorie Counter - MyFitnessPal,I tried numerous tracking could never find nutrition information food listed packaging. This TON listed show Fitbit well help track everything!,Neutral,0.0,0.5,4.6
Calorie Counter - MyFitnessPal,"I think great (and website). The thing I wish MyFitnessPal would - - way look servings different food groups eating. I think would super helpful feature. That said, I really appreciate app. Whenever I consistently I better eating activity keeps accountable.",Positive,0.3666666666666666,0.5433333333333333,4.6
Calorie Counter - MyFitnessPal,"This moat awesome I've ever used (regardless functionality area). Whatever functionality I think - already implemented - moving, scheduling, searching, changing parameters, actuals vs planned, suggestions, everything! The thing I suggest possibility ""schedule workouts per weekdays, like Monday I play basketball, similar nutrition"", that's critical scroll add manually advance atm",Positive,0.3333333333333333,0.7333333333333334,4.6
Calorie Counter - MyFitnessPal,"I unable 'Create Food'!! Please fix!! This I track vitamins & supplements listed database. I impressed app. Very easy use....I found every food far & info correct. I using widget, issue. Please make space widget actual size. It takes much space screen, see 1/3 actual widget....the rest wasted space. I continue comprehensive & meets needs.",Positive,0.0829166666666666,0.4875,4.6
Calorie Counter - MyFitnessPal,"I've tried two calorie tracker apps. This much better. The UPC scanner works. Out thirty foods, failed find food. Also USDA nutrition information number fresh veggie, fruits, meats.",Positive,0.0999999999999999,0.4333333333333333,4.6
Calorie Counter - MyFitnessPal,"Overall good app. One downside I workout auto records fitbit recorded except calories burned I double record aka write mfp, data would inaccurate. Would nice fitbit could sync somehow Samsung health better",Positive,0.36,0.42,4.6
Fitbit,"Revising Review!! My #1 issue app, NO place record measurements? I lost many inches, losing scale track inches lost myself, place record inches lost. I'm new fitness Fitbit. It's day 2, I love everything far. Working getting healthier, energy, losing middle age spread. This help goals, motivation, food choices, increasing activity level etc. Hiked 7 miles morning. Still hiking/walking 7 miles day 7 weeks!",Positive,0.2472727272727272,0.510909090909091,3.9
Fitbit,I got fitbit yesterday start new fitness regime today. So far I've found great. The issue thousands others I disability can't run ride bike. It would great could alter exercise side things suit.,Positive,0.4590909090909091,0.7386363636363636,3.9
Fitbit,"It's pretty good, I'm using without fitbit. Tracking seem work map come I've finished, enter either. Others without fit bit problem. I'd also like able select foods make meal rather separate ingredients work manually.",Positive,0.4625,0.65625,3.9
Fitbit,First compatible phone. So sync issues band. There bugs . Whenever I see sleep cycle night ends creating duplicate entries whole log. So 10 night logs 20 entries first 30 second on. Adding calorie intake easy. You first need know many calories had. I install another that.,Positive,0.269047619047619,0.3904761904761905,3.9
Fitbit,"Worst app. The analytics anyway painful. Today I trekked Ben Nevis whole period tracked eating battries. Later I finished, simply vanished exercise log. Horrible. Samsung S Health way better app. Not sure invest well app.",Negative,-0.28125,0.6307539682539682,3.9
Fitbit,"It's decent pairing Fitbit, I've tried recording walk using app, I finish update exercise count. Remarkably useless. Kind defeats purpose even log tell log exercise done. PHENOMENALLY unimpressed, needs work!!!!!!",Positive,0.3166666666666666,0.5666666666666667,3.9
Home Workout - No Equipment,"I'm 39 year old woman I practice pole fitness, go traditional gym. I looking would help keep track days I go pole studio, built women mostly far easy. The workouts challenging app, especially get advanced levels, I appreciate. The 7×4 full body program mostly various types push ups, I love, good workout. The full body also include legs, I add leg workouts too. Overall, pretty good workout app, I would recommend men fit women.",Positive,0.2989583333333333,0.6364583333333333,4.8
Home Workout - No Equipment,"Many thanks LFG great app. I looking suitable without-equipment plans I discovered app. I recommendation would improve app. According me, clear guide needed let everybody know start, day dedicated part (example: chest day 1, legs day 2...). This kind guide crucial beginners. Making several plans group would best. That way, people worry whether going right way not. I miss feature. I get exactly parts I day. I hope considered creators. Thanks again.",Positive,0.3738095238095238,0.4807539682539682,4.8
Home Workout - No Equipment,I love it. Even weightlifting brings whole new meaning word sore. I started advanced ended dropping intermediate first 3 minutes. Now feels like something I could get thru. Back challenges go thru diverse workouts multiple different excercises muscle group along good amount integrated stretching. Keep great work!,Positive,0.3186363636363636,0.4337878787878788,4.8
Home Workout - No Equipment,"The good itself...the excercises good... however plans put impossible excercises... example...in push ups day..they give 6 pushups all, ok me... however plan, want us 14 hover push ups....i mean...i cant even 14 pushups properly...then u expect hovering too...fix pls",Positive,0.3083333333333333,0.675,4.8
Home Workout - No Equipment,"Really enjoyed it. Very easy I feel lot better fit already day. The problem many ads, I want pay any. But that's cost great free fitness app.",Positive,0.5233333333333333,0.6642857142857144,4.8
Home Workout - No Equipment,"Ads removed, thats nice. I would like create exercise sets least able additional sets. Best would share sets users. But nevertheless - really good workout app. 4x7 challenges getting really hard possible end, that's nice.",Positive,0.3510416666666667,0.6833333333333333,4.8
Home Workout - No Equipment,I done 30 day challenge. Really . My chest like never before. Really I seen great results.but I know wht challenge.. plzz add end 30 day challenge. To keep us workout,Positive,0.4000000000000001,0.3833333333333333,4.8
Home Workout - No Equipment,Its name says.. A home workout anywhere anytime. But would great guys could make meal plan! Its like everyone says . You eat!,Positive,1.0,0.75,4.8
Home Workout - No Equipment,The various workout plans. No weights needed stick see results. Plus I play music playlist background working out.,Neutral,0.0,0.5,4.8
Home Workout - No Equipment,"I love app. Not many ads, ads watch exit out. The ads pop workout worry. Also amount work section highly effective. When I first started I kept hard time struggling many push ups throw me. My arms really sore I could barely sections next day. Now I using week I'm exercises arms hurt anymore I twice daily. But think easy right you. You might want try gym instead.",Positive,0.189781746031746,0.4120039682539682,4.8
Home Workout - No Equipment,It perfect someone like start working again. Simple point. My thing I wish step beginner intermediate. That jump pretty intense.,Positive,0.3625,0.8392857142857143,4.8
Home Workout - No Equipment,This brilliant night shift I can't leave building works absolute treat sweat like crazy thank mr/mrs developer much appreciated,Positive,0.175,0.725,4.8
Home Workout - No Equipment,"Love it! I'm starting feel like machine. Never expected that, I would start working hard (pause) Lol",Positive,0.2366666666666666,0.4683333333333334,4.8
Home Workout - No Equipment,"Hi,its gr8 app... But wondering.. long stay exersice.. e.g i'm starting intermediate.... progress next level....",Negative,-0.0166666666666666,0.1666666666666666,4.8
Home Workout - No Equipment,"This let way. It's helped get healthy exercise habits, I've never felt motivated.",Positive,0.5,0.5,4.8
Home Workout - No Equipment,"I worked 3days now. I got fight guess got bit up, best part guy beat said ""i see u started working out""",Positive,1.0,0.3,4.8
Home Workout - No Equipment,"I love it, little bit everything. I got results within 5 days. Plus I still go... As long want make change keep it... You will.",Positive,0.0875,0.5,4.8
Home Workout - No Equipment,"I searching alot exercise without equipment came find one.To honest best hav used. following routine given u definitley make ur body stronger harder.Dont hesitate dowload pretty amazed results.This perfect thr people complains dont get time workouts,download enjoy #keep loving body",Positive,0.55,0.6785714285714286,4.8
